,company,line,departure_time,arrival_time,start_stop,end_stop,start_stop_lat,start_stop_lon,end_stop_lat,end_stop_lon
208,MPK Autobusy,A,05:43:00,05:44:00,Pola,Syrokomli,51.13674862,17.04469823,51.137303,17.048892
209,MPK Autobusy,A,05:44:00,05:45:00,Syrokomli,Kasprowicza,51.137303,17.048892,51.13786515,17.05367076
210,MPK Autobusy,A,05:45:00,05:47:00,Kasprowicza,pl. Daniłowskiego,51.13786515,17.05367076,51.13845372,17.05991231
211,MPK Autobusy,A,05:47:00,05:48:00,pl. Daniłowskiego,Berenta,51.13845372,17.05991231,51.13578,17.05758711
212,MPK Autobusy,A,05:48:00,05:50:00,Berenta,KROMERA,51.13578,17.05758711,51.13164737,17.06263024
213,MPK Autobusy,A,05:50:00,05:51:00,KROMERA,Mosty Warszawskie,51.13164737,17.06263024,51.12800137,17.05485837
214,MPK Autobusy,A,05:51:00,05:53:00,Mosty Warszawskie,Wyszyńskiego,51.12800137,17.05485837,51.12268089,17.05257537
215,MPK Autobusy,A,05:53:00,05:55:00,Wyszyńskiego,Ogród Botaniczny,51.12268089,17.05257537,51.1161181,17.05107322
216,MPK Autobusy,A,05:55:00,05:56:00,Ogród Botaniczny,Katedra,51.1161181,17.05107322,51.1133059,17.04984723
217,MPK Autobusy,A,05:56:00,05:57:00,Katedra,Urząd Wojewódzki (Muzeum Narodowe),51.1133059,17.04984723,51.10991254,17.04769052
218,MPK Autobusy,A,05:57:00,05:58:00,Urząd Wojewódzki (Muzeum Narodowe),Poczta Główna,51.10991254,17.04769052,51.1078565,17.04563742
219,MPK Autobusy,A,05:58:00,06:00:00,Poczta Główna,skwer Krasińskiego,51.1078565,17.04563742,51.104088,17.041002
220,MPK Autobusy,A,06:00:00,06:01:00,skwer Krasińskiego,Wzgórze Partyzantów,51.104088,17.041002,51.10378692,17.03849027
221,MPK Autobusy,A,06:01:00,06:03:00,Wzgórze Partyzantów,Renoma,51.10378692,17.03849027,51.10412651,17.03231779
222,MPK Autobusy,A,06:03:00,06:05:00,Renoma,Arkady (Capitol),51.10412651,17.03231779,51.1020902,17.02946781
223,MPK Autobusy,A,06:05:00,06:09:00,Arkady (Capitol),Pl. Hirszfelda,51.1020902,17.02946781,51.09448977,17.01633481
224,MPK Autobusy,A,06:09:00,06:11:00,Pl. Hirszfelda,Krucza,51.09448977,17.01633481,51.09358878,17.00993331
225,MPK Autobusy,A,06:11:00,06:12:00,Krucza,Krucza (Mielecka),51.09358878,17.00993331,51.09341211,17.00376531
226,MPK Autobusy,A,06:12:00,06:14:00,Krucza (Mielecka),Inżynierska,51.09341211,17.00376531,51.09476882,16.9911838
227,MPK Autobusy,A,06:14:00,06:15:00,Inżynierska,Aleja Pracy,51.09476882,16.9911838,51.0918696,16.98537334
228,MPK Autobusy,A,06:15:00,06:17:00,Aleja Pracy,FAT,51.0918696,16.98537334,51.09412632,16.9783528
229,MPK Autobusy,A,06:17:00,06:18:00,FAT,GRABISZYŃSKA (Cmentarz),51.09412632,16.9783528,51.08990377,16.97664203
230,MPK Autobusy,A,06:18:00,06:20:00,GRABISZYŃSKA (Cmentarz),Solskiego,51.08990377,16.97664203,51.08120131,16.96770377
231,MPK Autobusy,A,06:20:00,06:22:00,Solskiego,Wiejska,51.08120131,16.96770377,51.07700276,16.96415159
232,MPK Autobusy,A,06:22:00,06:23:00,Wiejska,Kadłubka,51.07700276,16.96415159,51.07622344,16.96886864
233,MPK Autobusy,A,06:23:00,06:24:00,Kadłubka,Stanki,51.07622344,16.96886864,51.07616146,16.97383436
234,MPK Autobusy,A,06:24:00,06:25:00,Stanki,Bukowskiego,51.07616146,16.97383436,51.07649043,16.97759377
235,MPK Autobusy,A,06:25:00,06:26:00,Bukowskiego,RACŁAWICKA,51.07649043,16.97759377,51.07749159,16.98510343
236,MPK Autobusy,A,06:26:00,06:27:00,RACŁAWICKA,Rymarska,51.07749159,16.98510343,51.07954366,16.99284318
237,MPK Autobusy,A,06:27:00,06:29:00,Rymarska,Wawrzyniaka,51.07954366,16.99284318,51.07658637,16.9968549
238,MPK Autobusy,A,06:29:00,06:30:00,Wawrzyniaka,Chłodna,51.07658637,16.9968549,51.07498635,16.99683129
239,MPK Autobusy,A,06:30:00,06:31:00,Chłodna,Sowia,51.07498635,16.99683129,51.07374877,17.00162009
240,MPK Autobusy,A,06:31:00,06:33:00,Sowia,KRZYKI,51.07374877,17.00162009,51.07488366,17.00656861
241,MPK Autobusy,A,06:38:00,06:39:00,KRZYKI,Sowia,51.07488366,17.00656861,51.07379262,17.00184494
242,MPK Autobusy,A,06:39:00,06:40:00,Sowia,Chłodna,51.07379262,17.00184494,51.07512234,16.99667086
243,MPK Autobusy,A,06:40:00,06:41:00,Chłodna,Wawrzyniaka,51.07512234,16.99667086,51.078074,16.9982022
244,MPK Autobusy,A,06:41:00,06:43:00,Wawrzyniaka,Rymarska,51.078074,16.9982022,51.0793232,16.99125798
245,MPK Autobusy,A,06:43:00,06:44:00,Rymarska,RACŁAWICKA,51.0793232,16.99125798,51.077395,16.983938
246,MPK Autobusy,A,06:44:00,06:45:00,RACŁAWICKA,Bukowskiego,51.077395,16.983938,51.07670719,16.97736107
247,MPK Autobusy,A,06:45:00,06:46:00,Bukowskiego,Stanki,51.07670719,16.97736107,51.07632585,16.97206692
248,MPK Autobusy,A,06:46:00,06:47:00,Stanki,Kadłubka,51.07632585,16.97206692,51.07647653,16.96866058
249,MPK Autobusy,A,06:47:00,06:48:00,Kadłubka,Wiejska,51.07647653,16.96866058,51.07763602,16.96391602
250,MPK Autobusy,A,06:48:00,06:49:00,Wiejska,Solskiego,51.07763602,16.96391602,51.08179036,16.96866979
251,MPK Autobusy,A,06:49:00,06:51:00,Solskiego,GRABISZYŃSKA (Cmentarz),51.08179036,16.96866979,51.0896217,16.97666221
252,MPK Autobusy,A,06:51:00,06:53:00,GRABISZYŃSKA (Cmentarz),FAT,51.0896217,16.97666221,51.09375561,16.98037615
253,MPK Autobusy,A,06:53:00,06:55:00,FAT,Aleja Pracy,51.09375561,16.98037615,51.09225862,16.98641641
254,MPK Autobusy,A,06:55:00,06:56:00,Aleja Pracy,Inżynierska,51.09225862,16.98641641,51.09454012,16.99196391
255,MPK Autobusy,A,06:56:00,06:58:00,Inżynierska,Krucza (Mielecka),51.09454012,16.99196391,51.09325606,17.00249247
256,MPK Autobusy,A,06:58:00,06:59:00,Krucza (Mielecka),Krucza,51.09325606,17.00249247,51.09342283,17.0083676
257,MPK Autobusy,A,06:59:00,07:01:00,Krucza,Pl. Hirszfelda,51.09342283,17.0083676,51.09382147,17.01795905
258,MPK Autobusy,A,07:01:00,07:06:00,Pl. Hirszfelda,Arkady (Capitol),51.09382147,17.01795905,51.10203906,17.02983653
259,MPK Autobusy,A,07:06:00,07:09:00,Arkady (Capitol),Dworzec Główny (Dworcowa),51.10203906,17.02983653,51.10114919,17.04001736
260,MPK Autobusy,A,07:09:00,07:10:00,Dworzec Główny (Dworcowa),skwer Krasińskiego,51.10114919,17.04001736,51.103441,17.04226
261,MPK Autobusy,A,07:10:00,07:11:00,skwer Krasińskiego,Krasińskiego,51.103441,17.04226,51.10585896,17.04334082
262,MPK Autobusy,A,07:11:00,07:13:00,Krasińskiego,Urząd Wojewódzki (Muzeum Narodowe),51.10585896,17.04334082,51.11044991,17.04858192
263,MPK Autobusy,A,07:13:00,07:14:00,Urząd Wojewódzki (Muzeum Narodowe),Katedra,51.11044991,17.04858192,51.11419938,17.05079812
264,MPK Autobusy,A,07:14:00,07:16:00,Katedra,Ogród Botaniczny,51.11419938,17.05079812,51.11715674,17.05147222
265,MPK Autobusy,A,07:16:00,07:18:00,Ogród Botaniczny,Wyszyńskiego,51.11715674,17.05147222,51.1227988,17.0528858
266,MPK Autobusy,A,07:18:00,07:19:00,Wyszyńskiego,Damrota,51.1227988,17.0528858,51.12648854,17.0548761
267,MPK Autobusy,A,07:19:00,07:22:00,Damrota,KROMERA,51.12648854,17.0548761,51.13237794,17.06301095
268,MPK Autobusy,A,07:22:00,07:24:00,KROMERA,Berenta,51.13237794,17.06301095,51.1355112,17.05758582
269,MPK Autobusy,A,07:24:00,07:26:00,Berenta,pl. Daniłowskiego,51.1355112,17.05758582,51.13881054,17.06030177
270,MPK Autobusy,A,07:26:00,07:27:00,pl. Daniłowskiego,Przybyszewskiego,51.13881054,17.06030177,51.14011673,17.06296696
271,MPK Autobusy,A,07:27:00,07:28:00,Przybyszewskiego,Czajkowskiego,51.14011673,17.06296696,51.13916433,17.06510721
272,MPK Autobusy,A,07:28:00,07:30:00,Czajkowskiego,KOSZAROWA (Uniwersytet),51.13916433,17.06510721,51.14049516,17.06847989
273,MPK Autobusy,A,07:30:00,07:31:00,KOSZAROWA (Uniwersytet),KOSZAROWA (Szpital),51.14049516,17.06847989,51.14166292,17.06477615
274,MPK Autobusy,A,07:49:00,07:51:00,KOSZAROWA (Szpital),pl. Daniłowskiego,51.14166292,17.06477615,51.13845372,17.05991231
275,MPK Autobusy,A,07:51:00,07:52:00,pl. Daniłowskiego,Berenta,51.13845372,17.05991231,51.13578,17.05758711
276,MPK Autobusy,A,07:52:00,07:55:00,Berenta,KROMERA,51.13578,17.05758711,51.13164737,17.06263024
277,MPK Autobusy,A,07:55:00,07:57:00,KROMERA,Mosty Warszawskie,51.13164737,17.06263024,51.12800137,17.05485837
278,MPK Autobusy,A,07:57:00,07:59:00,Mosty Warszawskie,Wyszyńskiego,51.12800137,17.05485837,51.12268089,17.05257537
279,MPK Autobusy,A,07:59:00,08:01:00,Wyszyńskiego,Ogród Botaniczny,51.12268089,17.05257537,51.1161181,17.05107322
280,MPK Autobusy,A,08:01:00,08:02:00,Ogród Botaniczny,Katedra,51.1161181,17.05107322,51.1133059,17.04984723
281,MPK Autobusy,A,08:02:00,08:03:00,Katedra,Urząd Wojewódzki (Muzeum Narodowe),51.1133059,17.04984723,51.10991254,17.04769052
282,MPK Autobusy,A,08:03:00,08:04:00,Urząd Wojewódzki (Muzeum Narodowe),Poczta Główna,51.10991254,17.04769052,51.1078565,17.04563742
283,MPK Autobusy,A,08:04:00,08:06:00,Poczta Główna,skwer Krasińskiego,51.1078565,17.04563742,51.104088,17.041002
284,MPK Autobusy,A,08:06:00,08:07:00,skwer Krasińskiego,Wzgórze Partyzantów,51.104088,17.041002,51.10378692,17.03849027
285,MPK Autobusy,A,08:07:00,08:09:00,Wzgórze Partyzantów,Renoma,51.10378692,17.03849027,51.10412651,17.03231779
286,MPK Autobusy,A,08:09:00,08:11:00,Renoma,Arkady (Capitol),51.10412651,17.03231779,51.1020902,17.02946781
287,MPK Autobusy,A,08:11:00,08:15:00,Arkady (Capitol),Pl. Hirszfelda,51.1020902,17.02946781,51.09448977,17.01633481
288,MPK Autobusy,A,08:15:00,08:17:00,Pl. Hirszfelda,Krucza,51.09448977,17.01633481,51.09358878,17.00993331
289,MPK Autobusy,A,08:17:00,08:18:00,Krucza,Krucza (Mielecka),51.09358878,17.00993331,51.09341211,17.00376531
290,MPK Autobusy,A,08:18:00,08:20:00,Krucza (Mielecka),Inżynierska,51.09341211,17.00376531,51.09476882,16.9911838
291,MPK Autobusy,A,08:20:00,08:21:00,Inżynierska,Aleja Pracy,51.09476882,16.9911838,51.0918696,16.98537334
292,MPK Autobusy,A,08:21:00,08:23:00,Aleja Pracy,FAT,51.0918696,16.98537334,51.09412632,16.9783528
293,MPK Autobusy,A,08:23:00,08:24:00,FAT,GRABISZYŃSKA (Cmentarz),51.09412632,16.9783528,51.08990377,16.97664203
294,MPK Autobusy,A,08:24:00,08:26:00,GRABISZYŃSKA (Cmentarz),Solskiego,51.08990377,16.97664203,51.08120131,16.96770377
295,MPK Autobusy,A,08:26:00,08:28:00,Solskiego,Wiejska,51.08120131,16.96770377,51.07700276,16.96415159
296,MPK Autobusy,A,08:28:00,08:29:00,Wiejska,Kadłubka,51.07700276,16.96415159,51.07622344,16.96886864
297,MPK Autobusy,A,08:29:00,08:30:00,Kadłubka,Stanki,51.07622344,16.96886864,51.07616146,16.97383436
298,MPK Autobusy,A,08:30:00,08:31:00,Stanki,Bukowskiego,51.07616146,16.97383436,51.07649043,16.97759377
299,MPK Autobusy,A,08:31:00,08:32:00,Bukowskiego,RACŁAWICKA,51.07649043,16.97759377,51.07749159,16.98510343
300,MPK Autobusy,A,08:32:00,08:33:00,RACŁAWICKA,Rymarska,51.07749159,16.98510343,51.07954366,16.99284318
301,MPK Autobusy,A,08:33:00,08:35:00,Rymarska,Wawrzyniaka,51.07954366,16.99284318,51.07658637,16.9968549
302,MPK Autobusy,A,08:35:00,08:36:00,Wawrzyniaka,Chłodna,51.07658637,16.9968549,51.07498635,16.99683129
303,MPK Autobusy,A,08:36:00,08:37:00,Chłodna,Sowia,51.07498635,16.99683129,51.07374877,17.00162009
304,MPK Autobusy,A,08:37:00,08:39:00,Sowia,KRZYKI,51.07374877,17.00162009,51.07488366,17.00656861
305,MPK Autobusy,A,09:08:00,09:09:00,KRZYKI,Sowia,51.07488366,17.00656861,51.07379262,17.00184494
306,MPK Autobusy,A,09:09:00,09:10:00,Sowia,Chłodna,51.07379262,17.00184494,51.07512234,16.99667086
307,MPK Autobusy,A,09:10:00,09:11:00,Chłodna,Wawrzyniaka,51.07512234,16.99667086,51.078074,16.9982022
308,MPK Autobusy,A,09:11:00,09:13:00,Wawrzyniaka,Rymarska,51.078074,16.9982022,51.0793232,16.99125798
309,MPK Autobusy,A,09:13:00,09:14:00,Rymarska,RACŁAWICKA,51.0793232,16.99125798,51.077395,16.983938
310,MPK Autobusy,A,09:14:00,09:15:00,RACŁAWICKA,Bukowskiego,51.077395,16.983938,51.07670719,16.97736107
311,MPK Autobusy,A,09:15:00,09:16:00,Bukowskiego,Stanki,51.07670719,16.97736107,51.07632585,16.97206692
312,MPK Autobusy,A,09:16:00,09:17:00,Stanki,Kadłubka,51.07632585,16.97206692,51.07647653,16.96866058
313,MPK Autobusy,A,09:17:00,09:18:00,Kadłubka,Wiejska,51.07647653,16.96866058,51.07763602,16.96391602
314,MPK Autobusy,A,09:18:00,09:19:00,Wiejska,Solskiego,51.07763602,16.96391602,51.08179036,16.96866979
315,MPK Autobusy,A,09:19:00,09:22:00,Solskiego,GRABISZYŃSKA (Cmentarz),51.08179036,16.96866979,51.0896217,16.97666221
316,MPK Autobusy,A,09:22:00,09:24:00,GRABISZYŃSKA (Cmentarz),FAT,51.0896217,16.97666221,51.09375561,16.98037615
317,MPK Autobusy,A,09:24:00,09:26:00,FAT,Aleja Pracy,51.09375561,16.98037615,51.09225862,16.98641641
318,MPK Autobusy,A,09:26:00,09:28:00,Aleja Pracy,Inżynierska,51.09225862,16.98641641,51.09454012,16.99196391
319,MPK Autobusy,A,09:28:00,09:30:00,Inżynierska,Krucza (Mielecka),51.09454012,16.99196391,51.09325606,17.00249247
320,MPK Autobusy,A,09:30:00,09:31:00,Krucza (Mielecka),Krucza,51.09325606,17.00249247,51.09342283,17.0083676
321,MPK Autobusy,A,09:31:00,09:33:00,Krucza,Pl. Hirszfelda,51.09342283,17.0083676,51.09382147,17.01795905
322,MPK Autobusy,A,09:33:00,09:39:00,Pl. Hirszfelda,Arkady (Capitol),51.09382147,17.01795905,51.10203906,17.02983653
323,MPK Autobusy,A,09:39:00,09:42:00,Arkady (Capitol),Dworzec Główny (Dworcowa),51.10203906,17.02983653,51.10114919,17.04001736
324,MPK Autobusy,A,09:42:00,09:44:00,Dworzec Główny (Dworcowa),skwer Krasińskiego,51.10114919,17.04001736,51.103441,17.04226
325,MPK Autobusy,A,09:44:00,09:45:00,skwer Krasińskiego,Krasińskiego,51.103441,17.04226,51.10585896,17.04334082
326,MPK Autobusy,A,09:45:00,09:48:00,Krasińskiego,Urząd Wojewódzki (Muzeum Narodowe),51.10585896,17.04334082,51.11044991,17.04858192
327,MPK Autobusy,A,09:48:00,09:49:00,Urząd Wojewódzki (Muzeum Narodowe),Katedra,51.11044991,17.04858192,51.11419938,17.05079812
328,MPK Autobusy,A,09:49:00,09:51:00,Katedra,Ogród Botaniczny,51.11419938,17.05079812,51.11715674,17.05147222
329,MPK Autobusy,A,09:51:00,09:53:00,Ogród Botaniczny,Wyszyńskiego,51.11715674,17.05147222,51.1227988,17.0528858
330,MPK Autobusy,A,09:53:00,09:54:00,Wyszyńskiego,Damrota,51.1227988,17.0528858,51.12648854,17.0548761
331,MPK Autobusy,A,09:54:00,09:57:00,Damrota,KROMERA,51.12648854,17.0548761,51.13237794,17.06301095
332,MPK Autobusy,A,09:57:00,09:59:00,KROMERA,Berenta,51.13237794,17.06301095,51.1355112,17.05758582
333,MPK Autobusy,A,09:59:00,10:01:00,Berenta,pl. Daniłowskiego,51.1355112,17.05758582,51.13881054,17.06030177
334,MPK Autobusy,A,10:01:00,10:02:00,pl. Daniłowskiego,Przybyszewskiego,51.13881054,17.06030177,51.14011673,17.06296696
335,MPK Autobusy,A,10:02:00,10:03:00,Przybyszewskiego,Czajkowskiego,51.14011673,17.06296696,51.13916433,17.06510721
336,MPK Autobusy,A,10:03:00,10:05:00,Czajkowskiego,KOSZAROWA (Uniwersytet),51.13916433,17.06510721,51.14049516,17.06847989
337,MPK Autobusy,A,10:05:00,10:06:00,KOSZAROWA (Uniwersytet),KOSZAROWA (Szpital),51.14049516,17.06847989,51.14166292,17.06477615
338,MPK Autobusy,A,10:07:00,10:09:00,KOSZAROWA (Szpital),pl. Daniłowskiego,51.14166292,17.06477615,51.13845372,17.05991231
339,MPK Autobusy,A,10:09:00,10:10:00,pl. Daniłowskiego,Berenta,51.13845372,17.05991231,51.13578,17.05758711
340,MPK Autobusy,A,10:10:00,10:13:00,Berenta,KROMERA,51.13578,17.05758711,51.13164737,17.06263024
341,MPK Autobusy,A,10:13:00,10:15:00,KROMERA,Mosty Warszawskie,51.13164737,17.06263024,51.12800137,17.05485837
342,MPK Autobusy,A,10:15:00,10:17:00,Mosty Warszawskie,Wyszyńskiego,51.12800137,17.05485837,51.12268089,17.05257537
343,MPK Autobusy,A,10:17:00,10:19:00,Wyszyńskiego,Ogród Botaniczny,51.12268089,17.05257537,51.1161181,17.05107322
344,MPK Autobusy,A,10:19:00,10:21:00,Ogród Botaniczny,Katedra,51.1161181,17.05107322,51.1133059,17.04984723
345,MPK Autobusy,A,10:21:00,10:22:00,Katedra,Urząd Wojewódzki (Muzeum Narodowe),51.1133059,17.04984723,51.10991254,17.04769052
346,MPK Autobusy,A,10:22:00,10:23:00,Urząd Wojewódzki (Muzeum Narodowe),Poczta Główna,51.10991254,17.04769052,51.1078565,17.04563742
347,MPK Autobusy,A,10:23:00,10:25:00,Poczta Główna,skwer Krasińskiego,51.1078565,17.04563742,51.104088,17.041002
348,MPK Autobusy,A,10:25:00,10:26:00,skwer Krasińskiego,Wzgórze Partyzantów,51.104088,17.041002,51.10378692,17.03849027
349,MPK Autobusy,A,10:26:00,10:28:00,Wzgórze Partyzantów,Renoma,51.10378692,17.03849027,51.10412651,17.03231779
350,MPK Autobusy,A,10:28:00,10:30:00,Renoma,Arkady (Capitol),51.10412651,17.03231779,51.1020902,17.02946781
351,MPK Autobusy,A,10:30:00,10:34:00,Arkady (Capitol),Pl. Hirszfelda,51.1020902,17.02946781,51.09448977,17.01633481
352,MPK Autobusy,A,10:34:00,10:36:00,Pl. Hirszfelda,Krucza,51.09448977,17.01633481,51.09358878,17.00993331
353,MPK Autobusy,A,10:36:00,10:38:00,Krucza,Krucza (Mielecka),51.09358878,17.00993331,51.09341211,17.00376531
354,MPK Autobusy,A,10:38:00,10:40:00,Krucza (Mielecka),Inżynierska,51.09341211,17.00376531,51.09476882,16.9911838
355,MPK Autobusy,A,10:40:00,10:42:00,Inżynierska,Aleja Pracy,51.09476882,16.9911838,51.0918696,16.98537334
356,MPK Autobusy,A,10:42:00,10:45:00,Aleja Pracy,FAT,51.0918696,16.98537334,51.09412632,16.9783528
357,MPK Autobusy,A,10:45:00,10:46:00,FAT,GRABISZYŃSKA (Cmentarz),51.09412632,16.9783528,51.08990377,16.97664203
358,MPK Autobusy,A,10:46:00,10:48:00,GRABISZYŃSKA (Cmentarz),Solskiego,51.08990377,16.97664203,51.08120131,16.96770377
359,MPK Autobusy,A,10:48:00,10:50:00,Solskiego,Wiejska,51.08120131,16.96770377,51.07700276,16.96415159
360,MPK Autobusy,A,10:50:00,10:51:00,Wiejska,Kadłubka,51.07700276,16.96415159,51.07622344,16.96886864
361,MPK Autobusy,A,10:51:00,10:52:00,Kadłubka,Stanki,51.07622344,16.96886864,51.07616146,16.97383436
362,MPK Autobusy,A,10:52:00,10:53:00,Stanki,Bukowskiego,51.07616146,16.97383436,51.07649043,16.97759377
363,MPK Autobusy,A,10:53:00,10:54:00,Bukowskiego,RACŁAWICKA,51.07649043,16.97759377,51.07749159,16.98510343
364,MPK Autobusy,A,10:54:00,10:55:00,RACŁAWICKA,Rymarska,51.07749159,16.98510343,51.07954366,16.99284318
365,MPK Autobusy,A,10:55:00,10:57:00,Rymarska,Wawrzyniaka,51.07954366,16.99284318,51.07658637,16.9968549
366,MPK Autobusy,A,10:57:00,10:58:00,Wawrzyniaka,Chłodna,51.07658637,16.9968549,51.07498635,16.99683129
367,MPK Autobusy,A,10:58:00,10:59:00,Chłodna,Sowia,51.07498635,16.99683129,51.07374877,17.00162009
368,MPK Autobusy,A,10:59:00,11:01:00,Sowia,KRZYKI,51.07374877,17.00162009,51.07488366,17.00656861
369,MPK Autobusy,A,11:25:00,11:26:00,KRZYKI,Sowia,51.07488366,17.00656861,51.07379262,17.00184494
370,MPK Autobusy,A,11:26:00,11:27:00,Sowia,Chłodna,51.07379262,17.00184494,51.07512234,16.99667086
371,MPK Autobusy,A,11:27:00,11:28:00,Chłodna,Wawrzyniaka,51.07512234,16.99667086,51.078074,16.9982022
372,MPK Autobusy,A,11:28:00,11:30:00,Wawrzyniaka,Rymarska,51.078074,16.9982022,51.0793232,16.99125798
373,MPK Autobusy,A,11:30:00,11:31:00,Rymarska,RACŁAWICKA,51.0793232,16.99125798,51.077395,16.983938
374,MPK Autobusy,A,11:31:00,11:32:00,RACŁAWICKA,Bukowskiego,51.077395,16.983938,51.07670719,16.97736107
375,MPK Autobusy,A,11:32:00,11:33:00,Bukowskiego,Stanki,51.07670719,16.97736107,51.07632585,16.97206692
376,MPK Autobusy,A,11:33:00,11:34:00,Stanki,Kadłubka,51.07632585,16.97206692,51.07647653,16.96866058
377,MPK Autobusy,A,11:34:00,11:35:00,Kadłubka,Wiejska,51.07647653,16.96866058,51.07763602,16.96391602
378,MPK Autobusy,A,11:35:00,11:36:00,Wiejska,Solskiego,51.07763602,16.96391602,51.08179036,16.96866979
379,MPK Autobusy,A,11:36:00,11:39:00,Solskiego,GRABISZYŃSKA (Cmentarz),51.08179036,16.96866979,51.0896217,16.97666221
380,MPK Autobusy,A,11:39:00,11:41:00,GRABISZYŃSKA (Cmentarz),FAT,51.0896217,16.97666221,51.09375561,16.98037615
381,MPK Autobusy,A,11:41:00,11:43:00,FAT,Aleja Pracy,51.09375561,16.98037615,51.09225862,16.98641641
382,MPK Autobusy,A,11:43:00,11:45:00,Aleja Pracy,Inżynierska,51.09225862,16.98641641,51.09454012,16.99196391
383,MPK Autobusy,A,11:45:00,11:47:00,Inżynierska,Krucza (Mielecka),51.09454012,16.99196391,51.09325606,17.00249247
384,MPK Autobusy,A,11:47:00,11:48:00,Krucza (Mielecka),Krucza,51.09325606,17.00249247,51.09342283,17.0083676
385,MPK Autobusy,A,11:48:00,11:50:00,Krucza,Pl. Hirszfelda,51.09342283,17.0083676,51.09382147,17.01795905
386,MPK Autobusy,A,11:50:00,11:56:00,Pl. Hirszfelda,Arkady (Capitol),51.09382147,17.01795905,51.10203906,17.02983653
387,MPK Autobusy,A,11:56:00,11:59:00,Arkady (Capitol),Dworzec Główny (Dworcowa),51.10203906,17.02983653,51.10114919,17.04001736
388,MPK Autobusy,A,11:59:00,12:01:00,Dworzec Główny (Dworcowa),skwer Krasińskiego,51.10114919,17.04001736,51.103441,17.04226
389,MPK Autobusy,A,12:01:00,12:02:00,skwer Krasińskiego,Krasińskiego,51.103441,17.04226,51.10585896,17.04334082
390,MPK Autobusy,A,12:02:00,12:05:00,Krasińskiego,Urząd Wojewódzki (Muzeum Narodowe),51.10585896,17.04334082,51.11044991,17.04858192
391,MPK Autobusy,A,12:05:00,12:06:00,Urząd Wojewódzki (Muzeum Narodowe),Katedra,51.11044991,17.04858192,51.11419938,17.05079812
392,MPK Autobusy,A,12:06:00,12:08:00,Katedra,Ogród Botaniczny,51.11419938,17.05079812,51.11715674,17.05147222
393,MPK Autobusy,A,12:08:00,12:10:00,Ogród Botaniczny,Wyszyńskiego,51.11715674,17.05147222,51.1227988,17.0528858
394,MPK Autobusy,A,12:10:00,12:11:00,Wyszyńskiego,Damrota,51.1227988,17.0528858,51.12648854,17.0548761
395,MPK Autobusy,A,12:11:00,12:14:00,Damrota,KROMERA,51.12648854,17.0548761,51.13237794,17.06301095
396,MPK Autobusy,A,12:14:00,12:16:00,KROMERA,Berenta,51.13237794,17.06301095,51.1355112,17.05758582
397,MPK Autobusy,A,12:16:00,12:18:00,Berenta,pl. Daniłowskiego,51.1355112,17.05758582,51.13881054,17.06030177
398,MPK Autobusy,A,12:18:00,12:19:00,pl. Daniłowskiego,Przybyszewskiego,51.13881054,17.06030177,51.14011673,17.06296696
399,MPK Autobusy,A,12:19:00,12:20:00,Przybyszewskiego,Czajkowskiego,51.14011673,17.06296696,51.13916433,17.06510721
400,MPK Autobusy,A,12:20:00,12:22:00,Czajkowskiego,KOSZAROWA (Uniwersytet),51.13916433,17.06510721,51.14049516,17.06847989
401,MPK Autobusy,A,12:22:00,12:23:00,KOSZAROWA (Uniwersytet),KOSZAROWA (Szpital),51.14049516,17.06847989,51.14166292,17.06477615
402,MPK Autobusy,A,12:37:00,12:39:00,KOSZAROWA (Szpital),pl. Daniłowskiego,51.14166292,17.06477615,51.13845372,17.05991231
403,MPK Autobusy,A,12:39:00,12:40:00,pl. Daniłowskiego,Berenta,51.13845372,17.05991231,51.13578,17.05758711
404,MPK Autobusy,A,12:40:00,12:43:00,Berenta,KROMERA,51.13578,17.05758711,51.13164737,17.06263024
405,MPK Autobusy,A,12:43:00,12:45:00,KROMERA,Mosty Warszawskie,51.13164737,17.06263024,51.12800137,17.05485837
406,MPK Autobusy,A,12:45:00,12:47:00,Mosty Warszawskie,Wyszyńskiego,51.12800137,17.05485837,51.12268089,17.05257537
407,MPK Autobusy,A,12:47:00,12:49:00,Wyszyńskiego,Ogród Botaniczny,51.12268089,17.05257537,51.1161181,17.05107322
408,MPK Autobusy,A,12:49:00,12:51:00,Ogród Botaniczny,Katedra,51.1161181,17.05107322,51.1133059,17.04984723
409,MPK Autobusy,A,12:51:00,12:52:00,Katedra,Urząd Wojewódzki (Muzeum Narodowe),51.1133059,17.04984723,51.10991254,17.04769052
410,MPK Autobusy,A,12:52:00,12:53:00,Urząd Wojewódzki (Muzeum Narodowe),Poczta Główna,51.10991254,17.04769052,51.1078565,17.04563742
411,MPK Autobusy,A,12:53:00,12:55:00,Poczta Główna,skwer Krasińskiego,51.1078565,17.04563742,51.104088,17.041002
412,MPK Autobusy,A,12:55:00,12:56:00,skwer Krasińskiego,Wzgórze Partyzantów,51.104088,17.041002,51.10378692,17.03849027
413,MPK Autobusy,A,12:56:00,12:58:00,Wzgórze Partyzantów,Renoma,51.10378692,17.03849027,51.10412651,17.03231779
414,MPK Autobusy,A,12:58:00,13:00:00,Renoma,Arkady (Capitol),51.10412651,17.03231779,51.1020902,17.02946781
415,MPK Autobusy,A,13:00:00,13:04:00,Arkady (Capitol),Pl. Hirszfelda,51.1020902,17.02946781,51.09448977,17.01633481
